Use Group,Use Header,Use Name,Zoning District,Permitted Value
VI Services,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services (518)","Computing infrastructure providers, data processing, web hosting, and related services (5182)",R2,–
VI Services,Credit Intermediation and Related Activities (522),"Savings, loan and other financial services (5221, 5222 and 5223)",R2,–
VI Services,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities (523)","Securities, commodity contracts, and other financial investments and related activities (5231, 5232 and 5239)",R2,–
VI Services,Insurance Carriers and Related Activities (524),Insurance carriers and related activities (5241 and 5242),R2,–
VI Services,"Funds, Trusts and Other Financial Vehicles (525)","Funds, trusts and other financial vehicles (5251 and 5259)",R2,–
VI Services,Real Estate (531),"Real estate (5311, 5312, and 5313)",R2,–
VI Services,Rental and Leasing Services (532),Automotive equipment rental and leasing (5321),R2,–
VI Services,Rental and Leasing Services (532),Consumer electronics and appliances rental (53221),R2,–
VI Services,Rental and Leasing Services (532),Recreational goods rental (532284),R2,–
VI Services,Rental and Leasing Services (532),All other consumer goods rentals (in 5322),R2,–
VI Services,Rental and Leasing Services (532),General rental centers (5323),R2,–
VI Services,Rental and Leasing Services (532),Commercial and industrial machinery and equipment rental and leasing (5324),R2,–
VI Services,"Professional, Scientific, and Technical Services (541)",Veterinary services (54194),R2,–
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",R2,–
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),R2,–
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),R2,–
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),R2,–
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),R2,–
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),R2,–
VI Services,Educational Services (611),Business schools and computer and management training (6114),R2,–
VI Services,Educational Services (611),Technical and trade schools (6115),R2,–
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),R2,–
VI Services,Food Services and Drinking Places (722),Special food services (7223),R2,–
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),R2,–
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,R2,–
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,R2,–
VI Services,Repair and Maintenance (811),Car washes (811192),R2,–
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),R2,–
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),R2,–
VI Services,Repair and Maintenance (811),Bicycle repair,R2,–
VI Services,Repair and Maintenance (811),Recreational boat repair,R2,–
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),R2,–
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),R2,–
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,R2,–
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),R2,–
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),R2,–
VI Services,Personal and Laundry Services (812),Crematoriums,R2,–
VI Services,Personal and Laundry Services (812),Personal laundry services,R2,–
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,R2,–
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,R2,–
VI Services,Personal and Laundry Services (812),Pet care services (81291),R2,–
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),R2,–
VII,Laboratories,Laboratories,R2,○
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",R2,○
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,R2,–
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,R2,–
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,R2,–
VIII,Art Galleries and Studios,Art galleries,R2,–
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",R2,–
VIII,Art Galleries and Studios,Production or entertainment studios,R2,–
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,R2,–
VIII,Entertainment and Sporting Venues,Drive-in theaters,R2,–
VIII,Entertainment and Sporting Venues,Racetracks,R2,–
VIII,Entertainment and Sporting Venues,Stadiums,R2,–
VIII,Entertainment and Sporting Venues,Theaters,R2,–
VIII,Other Assembly Spaces,"Banquet, function or reception halls",R2,–
VIII,Other Assembly Spaces,Gaming facilities,R2,–
VIII,Other Assembly Spaces,Historical exhibits,R2,–
VIII,Other Assembly Spaces,Meeting halls,R2,–
VIII,Other Assembly Spaces,Non-commercial clubs,R2,–
VIII,Other Assembly Spaces,Observation decks,R2,–
VIII,Other Assembly Spaces,Outdoor day camps,R2,○
VIII,Other Assembly Spaces,Publicly accessible spaces,R2,–
VIII,Other Assembly Spaces,Riding academies or stables,R2,○
VIII,Other Assembly Spaces,Trade expositions,R2,–
IX(A),General Storage,Building materials or contractors' yard,R2,–
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing",R2,–
IX(A),General Storage,Micro-distribution facility,R2,–
IX(A),General Storage,Moving or storage offices,R2,–
IX(A),General Storage,#Self-service storage facility#,R2,–
IX(A),General Storage,Trucking terminals or motor freight stations,R2,–
IX(A),General Storage,Warehouses,R2,–
IX(A),General Storage,Wholesale establishments,R2,–
IX(B),Specialized Storage,Coal or gas storage,R2,–
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances",R2,–
IX(B),Specialized Storage,Grain storage,R2,–
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments",R2,–
IX(B),Specialized Storage,Lumber yard,R2,–
IX(B),Specialized Storage,"Manure, peat or topsoil storage",R2,–
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling",R2,–
IX(B),Specialized Storage,Refrigerating plants,R2,–
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling",R2,–
IX(C),Vehicle Storage,Boat storage,R2,–
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps",R2,–
IX(C),Vehicle Storage,Dead storage of motor vehicles,R2,–
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,R2,–
X,Food Manufacturing (311),Animal food manufacturing (3111),R2,–
X,Food Manufacturing (311),Sugar manufacturing (31131),R2,–
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),R2,–
X,Food Manufacturing (311),Animal slaughtering and processing (3116),R2,–
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),R2,–
X,Food Manufacturing (311),All other food manufacturing (in 311),R2,–
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),R2,–
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),R2,–
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),R2,–
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),R2,–
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),R2,–
X,Apparel Manufacturing (315),Apparel manufacturing (315),R2,–
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),R2,–
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),R2,–
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),R2,–
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),R2,–
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)",R2,–
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),R2,–
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)",R2,–
X,Paper Manufacturing (322),Stationary product manufacturing (32223),R2,–
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),R2,–
X,Printing and Related Support Activities (323),Printing and related support activities (3231),R2,–
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),R2,–
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),R2,–
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),R2,–
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",R2,–
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),R2,–
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),R2,–
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),R2,–
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),R2,–
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),R2,–
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),R2,–
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),R2,–
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),R2,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),R2,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),R2,–
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),R2,–
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)",R2,–
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),R2,–
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),R2,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),R2,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),R2,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),R2,–
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),R2,–
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),R2,–
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),R2,–
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),R2,–
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),R2,–
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens",R3,●P
I,Open Uses,Cemeteries,R3,●
I,Open Uses,Golf courses,R3,●
I,Open Uses,Outdoor racket courts,R3,●P
I,Open Uses,Outdoor skating rinks,R3,●P
I,Open Uses,#Public parks# or playgrounds or private parks,R3,●
